GENE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FCRL2,22.196414466616293,2.894263559577032,0.9415928491557228,3.073795178215475,0.0021135448508182242,0.06306682024730685
ST8SIA6,16.39095138761931,2.858580085877028,0.9881374122490022,2.8928973343605073,0.0038170604320950903,0.09390979804790239
IGLV2-23,17.957428359309706,2.8237624721114924,0.9792665225538217,2.883548459052214,0.003932221410375523,0.09594878515300537
ZC3H12D,362.20127790533274,2.799504393106471,0.8799814738836306,3.1813219666448114,0.001466045996207466,0.049625156044744746
IGKV3-20,40.01782308863435,2.7619142570162443,0.5903901416041016,4.678117167593736,2.8952110412074625e-6,7.822611897129862e-4
IGLC2,179.36047737078138,2.732166231907422,0.5965677756145075,4.579808604467607,4.654016213444873e-6,0.0010412138682022022
TRBV6-5,22.716135608488745,2.6920937921252914,0.8473528100546751,3.1770636270759343,0.0014877439226284874,0.04990490900735739
FCRLA,76.28172129069951,2.6749089394272225,0.8101789177662158,3.301627431632442,9.61256589486027e-4,0.03795978266381035
ATP9A,152.64330151982037,2.6575290320035334,0.5805008227448919,4.577993566723017,4.694571276550979e-6,0.0010412138682022022
KIFC3,53.88284218632686,2.6387368794818524,0.6025230914054199,4.379478425178438,1.1896369824207744e-5,0.0019008608127712588
IGHG1,102.28575416904869,2.633667029828218,0.6476710509243889,4.066365211274018,4.7752083034908315e-5,0.004860246259580395
MERTK,55.8500076915534,2.5769287967260848,0.8776790787575114,2.93607180471263,0.003323973709629758,0.08620287840331274
IGKV3-11,30.065839040129926,2.5689427373333347,0.8406107774296984,3.05604306571977,0.002242790396299546,0.06611160005412761
FLVCR2,191.8306484539842,2.556514667255214,0.7706128786078649,3.3175083601945947,9.08241975278661e-4,0.03657581504780732
RUBCNL,213.20642409370654,2.473054933791893,0.4828714124218346,5.1215600471941825,3.030182133181865e-7,2.1442145951944052e-4
CD1C,16.2302222883734,2.412905891605232,0.7843454317127272,3.0763306497958647,0.0020956530978916772,0.06303928144670107
B3GNT5,43.953460989953754,2.4080131649363,0.6865849058274384,3.5072328920984375,4.5279267621219034e-4,0.02220626788288168
IGHG3,123.18257085546084,2.397887606048057,0.7311883230240319,3.279439141110635,0.0010401364192013838,0.03942966119727694
AIM2,225.65666009535548,2.3656552717582713,0.536319446610279,4.410907131393456,1.0293846314627156e-5,0.001758236278567351
INSRR,93.91282617130473,2.3071969998604973,0.6916852677105376,3.3356168008280216,8.511039226453508e-4,0.03513167858474976
CFAP61,25.41293277421899,2.2620002749521886,0.6886881408570293,3.2845059189450696,0.0010216135227194782,0.03932974613625721
ADGRG1,727.567720796406,2.2401463135522324,0.5932620722323085,3.775981001318823,1.5937913963548722e-4,0.010765336431742455
XCL2,1788.3558996136055,2.16637958426126,0.4632786968489753,4.676190809109188,2.9225269464685897e-6,7.822611897129862e-4
FNDC9,60.79967496170951,2.044639577205188,0.7146848711610901,2.8608966828742703,0.004224446958344284,0.09996063981050328
IGLC3,77.61505425906651,1.9854907858522806,0.5965486952116317,3.3282962510678322,8.737889420098021e-4,0.03576998258475388
PMEPA1,182.88397217851164,1.9506634627165058,0.4873846222716977,4.002308184498049,6.272751778649665e-5,0.005649278268529335
JADE3,37.412374411438,1.9313668842309224,0.6690635143916678,2.886671956678101,0.0038933993032494248,0.09547180469684233
CADM1,430.3244540896758,1.9100712971314955,0.5441034709359892,3.51049276316086,4.4727698263497223e-4,0.02208151482377305
SYK,200.78338584894288,1.9066907660838486,0.6365752924074787,2.995232125445666,0.0027423605848636602,0.0758872966314227
RORC,935.7017756980991,1.8767546694772779,0.5625868590007905,3.3359376235886105,8.501223578894866e-4,0.03513167858474976
FCGRT,130.9068140329869,1.8292120767353504,0.6248523259943334,2.9274310115186144,0.003417748754874143,0.08786807352496499
KLRC2,191.78746794868542,1.7009194173233655,0.5760803892109825,2.9525730248394626,0.0031513752220192663,0.08362399249858267
GPR183,512.4428975560812,1.6995200882307802,0.49075605190321514,3.463064961990428,5.340594396281325e-4,0.02472312546066682
TOGARAM2,151.38479133288467,1.698351397171409,0.5815981986660697,2.9201455593684433,0.0034986792867052626,0.08924500446869581
CD7,2603.4624297365253,1.6736355414345816,0.5302403378407358,3.1563715960389245,0.0015974520459965593,0.05217173055716235
RAP1GAP2,129.01994649849098,1.6565871381013477,0.4494091809835382,3.6861444051407313,2.2767719364643962e-4,0.013809318765657521
CARMIL3,184.5879123450933,1.6467394287723327,0.4103197357842742,4.01330787958517,5.987373672587861e-5,0.005526234333829541
FCRL3,832.7591225484402,1.5982041774806894,0.4102402116321123,3.895776504020278,9.788462038724882e-5,0.0076961135394418905
AGRN,544.4824893702659,1.5882562312817021,0.45063394636798426,3.5244930926369764,4.242938767341381e-4,0.021445602068943168
COL6A2,797.1657614969084,1.5730434730021228,0.42734979901930176,3.6809271388731233,2.3238741003937476e-4,0.01403771102920776
SPIB,118.48100170686085,1.5645522758056998,0.4946436817640959,3.1629884975501654,0.0015615850146479934,0.05133883477360439
TRO,74.40915024662984,1.4913892937311626,0.42163270829421046,3.5371764675583193,4.044293465822213e-4,0.020795225225646394
TRAJ44,63.235941255704056,1.4886955438583491,0.444339681967088,3.350354704463726,8.070813816781691e-4,0.03378374459644392
TUBB2A,111.54976654896772,1.4711390943142044,0.40893276802996004,3.597508464292162,3.2128004385685853e-4,0.01801593000646384
KIF7,45.51772462718006,1.4569572621206595,0.47041130746359994,3.0971986408583465,0.00195358917362048,0.06047986483333402
CIB2,33.955317945001774,1.4556164337501505,0.4352333267970623,3.344450767275149,8.244566121873732e-4,0.0344141158907426
XCL1,2860.3035702416905,1.426635397127308,0.4882479744036111,2.92194841948894,0.0034784914243781422,0.08908107494876813
PFKFB3,1667.8834993818355,1.4134255992267795,0.45509991468190564,3.1057478888228323,0.0018979846092834131,0.059127990134070274
TIAM2,168.89550114227475,1.3948133590801195,0.46866719196600154,2.976127586889639,0.002919133881999719,0.0793022476901569
OASL,1197.2995528539197,1.383912781968317,0.36780356948646176,3.7626409768142737,1.681284778759496e-4,0.011254005320885633
CCR7,1283.0068567673413,1.376534378245547,0.43291870025556983,3.1796602397469127,0.0014744782197945836,0.04979715078669889
DTHD1,638.3909023554537,1.3683312086914639,0.4223378142307095,3.2398974531415954,0.0011957269376919137,0.04355025072083784
IER5L,145.5613122296226,1.3619023314441534,0.4615110925663138,2.9509633752702573,0.003167844776640471,0.08391118249710766
ZNF532,234.4120708421216,1.3236470013412438,0.37606869403933785,3.5196947321618497,4.32043749266289e-4,0.02164979927546759
PRKAR1B-AS1,99.4795753293481,1.3101737468326953,0.39403201591159387,3.325043889648423,8.840461718557406e-4,0.03599157839390769
PAX5,154.27044800228808,1.3010918002721261,0.44713412360917354,2.9098468033930938,0.0036160595524153765,0.09051853306404607
TJP2,147.34111799706503,1.3000741630158437,0.29116601736416814,4.465061461447304,8.004576983692322e-6,0.0015859735197022386
MTSS1,1244.9051374103237,1.2963104366356772,0.44557806211398193,2.9092779623967937,0.0036226461246651027,0.09051853306404607
TNKS1BP1,215.1030769900452,1.2629333828162015,0.3469096704530429,3.6405251579377635,2.720825194003885e-4,0.015980815171105823
GORASP1,174.96015701956696,1.2263930501745794,0.4282025287296342,2.864049060646534,0.004182632237508774,0.09928740423223704
IFFO2,1574.4073301932424,1.204708871468541,0.4186681446435533,2.8774791846038563,0.0040086635610822475,0.096927241779221
STOM,5661.657217843403,1.199973040662454,0.4088305802794558,2.935135233382526,0.003334023488194706,0.08631287288253195
BCL3,333.85018561720744,1.1905909562879378,0.4133547397891015,2.8803128201587613,0.003972807744417362,0.09647765491134828
C17orf107,100.38734874867926,1.1539441700222628,0.3854873200595768,2.9934685525944706,0.002758259323303895,0.07590321026721458
GABARAPL1,2792.537306820441,1.081744886379287,0.2628335042996921,4.115703929229064,3.85999536785413e-5,0.0041564877656748095
KDSR,534.0573185367926,1.0591671453249383,0.31967049211202797,3.313309083760396,9.219902866038338e-4,0.03690343117284644
POLI,179.08378270649277,1.0440262923968142,0.3310492447522506,3.153688790856897,0.0016122091088791681,0.05242325461256989
PCCA,118.33834542444772,1.0323273359611191,0.3447768604724501,2.994189733459821,0.0027517476770150874,0.07590321026721458
MAP3K14,1355.9376699200536,1.0156155671334168,0.324654266043884,3.128298850063885,0.0017582131091569547,0.05667472191338904
IRAG2,1038.9600432859224,0.9982469736053452,0.32463830363269536,3.074951299446134,0.002105369287459584,0.06306682024730685
DIXDC1,139.59740494115903,0.9762449908778867,0.3279822194893345,2.976518033196714,0.0029154193584318504,0.0793022476901569
ZEB2,2585.8192295686704,0.9428468524381914,0.32314281366640046,2.91774043105148,0.003525777150300416,0.08924500446869581
CPEB2,296.97894265678264,0.9165942610736412,0.27822733848796044,3.2944076094567696,9.862936192174775e-4,0.038427929205203375
UBASH3B,791.2486302357207,0.9116710501827713,0.2984435247015613,3.054752322384704,0.002252464525712444,0.06614945227685162
ACSF3,691.704321211157,0.8978280529828919,0.25302745835108437,3.548342376885928,3.876639489637069e-4,0.020298658874745808
TAGAP,4521.364060818955,0.891136707671868,0.3042130440154247,2.9293178750963884,0.0033970682269422584,0.08763964210479507
ZBTB42,202.20825472861782,0.8840250170991413,0.2908701101473542,3.0392432438358687,0.002371732729386406,0.06890034685543646
USP11,969.2063107874889,0.878380778743231,0.20526134864869328,4.279328692546924,1.8745785446479793e-5,0.0027856237173468973
MAGEF1,324.89860102069787,0.8548203810420749,0.2761280367949044,3.09573917579763,0.0019632296913179416,0.060526126997893386
CARNS1,292.6006615937877,0.8540009196614023,0.2823868706526809,3.0242231789585317,0.0024927247692800238,0.07109767768042448
SPTBN1,4466.566954436706,0.8526997004057065,0.24116523556845573,3.535748833764493,4.0662109425104146e-4,0.020835825726105088
NCOA1,2891.244892797675,0.8507129898248362,0.25951932820216583,3.278033261407528,0.0010453307740021114,0.03952573868109765
SLC2A13,243.37905298173862,0.8431147336877624,0.2717386624590759,3.102667563231773,0.0019178494195928517,0.059621845973116684
ZNF281,1534.3638137318048,0.8423238827050086,0.2933994788198801,2.8709113120889924,0.004092903384876214,0.09793968486193325
AMN1,143.14933218036865,0.8405642733378704,0.22104328186151176,3.802713505966228,1.4311983095246372e-4,0.009938134055857995
SERTAD3,266.07095584497534,0.8352309626096163,0.2905107008857399,2.875043707729441,0.004039715720408167,0.09736809927006784
KCTD11,454.46539267890336,0.8303911206713217,0.2237986510439721,3.7104384534836448,2.0690059468818397e-4,0.012903820078566471
KLF10,1042.568621372961,0.8010250939913317,0.15349795236152358,5.2184741338094875,1.8040316643194286e-7,1.945525372104416e-4
EGR1,451.2064796473701,0.7866731478062753,0.24657860668239964,3.1903544204040903,0.001420984118928727,0.048992631107380245
RRAGC,378.4227848472114,0.7641952730017993,0.23148374813901654,3.3012912532540524,9.62409204984228e-4,0.03795978266381035
THEMIS2,1035.8188701172821,0.7236887287361246,0.24530693140860302,2.950135671179589,0.003176344157620021,0.08398660886518418
DMPK,175.59231742565467,0.7116768541810671,0.23798940456031842,2.9903720104509635,0.002786378721601272,0.07639407343725997
DNLZ,135.42405109086656,0.6995842320444751,0.21706006336388153,3.222998377512152,0.0012685627226332954,0.04553343492350428
MAGED2,1407.4787008217054,0.6958408061640504,0.17573852370486698,3.9595234527668874,7.509946954276367e-5,0.006199878430030379
CASZ1,383.8869548365811,0.6945212241576912,0.2381435240165798,2.916397693473865,0.0035409883051709537,0.08924500446869581
ZBTB16,770.0935779143948,0.6579191659348431,0.17661361520164373,3.725189392582684,1.95168634748369e-4,0.012609590923307665
BMAL1,2026.5364836805384,0.657678245174749,0.22127263303860584,2.9722529900930077,0.0029562297839101272,0.07987195379800817
DNAJB2,1260.2712787198725,0.6554869892189751,0.1965909637648509,3.334268150814018,8.552416559933083e-4,0.035204684232854735
ERO1B,339.92971384748694,0.6362922468303336,0.22212584536593633,2.8645574574272885,0.0041759238785655,0.09928676613677331
UBE2B,553.8280271608247,0.6250602724076789,0.16087193229964578,3.885452629756566,1.0213940846300319e-4,0.007823668091547564
PARP11,303.195498523771,0.613885741640072,0.19059928789978528,3.2208186526008715,0.0012782500369293587,0.045770591683783786
HLA-B,90637.60566218176,0.6027041878663298,0.20332003113615058,2.9643128839712647,0.003033596703016703,0.08137048196178377
RPS6KC1,569.5320326342063,0.6018783979901172,0.20689313399186304,2.9091269796018877,0.0036243961758484124,0.09051853306404607
SLC45A4,548.3009968068367,0.6002500554169251,0.17506815934264738,3.4286649135443414,6.06557904335354e-4,0.027230968152336433
PNMA1,527.729575263326,0.5895398388773322,0.2006802199062734,2.9377077579079467,0.003306485452903955,0.08599682458393781
IPCEF1,1666.267269680828,0.5005501961563967,0.14748037746551867,3.394012171371251,6.887663131616125e-4,0.030191939273101952
USP32,1252.8923021410667,0.47906335356652674,0.16511564159688036,2.9013808076168237,0.003715220870776702,0.09186053600622594
GGA2,1738.3998285417158,0.4436391624282042,0.13975530098002464,3.1743995348814282,0.0015014685856576625,0.05023672514542325
RB1CC1,2241.4679724576145,0.43787710147656494,0.15212051139902918,2.8784882291643377,0.003995861924379336,0.09686542935771114
HERPUD1,1900.7683608964771,0.41525024385369946,0.144321449531183,2.8772593762230603,0.004011457179961031,0.096927241779221
CIB1,879.7952862389583,0.37132433400616527,0.11680864677756535,3.178911358448192,0.0014782929130448866,0.04981277253480049
CASP4,3886.0671113742724,-0.30021114595446874,0.10329481128188686,-2.9063526253531373,0.0036566910639541294,0.0910191444059604
ADAM8,3774.193509871282,-0.45164714451543037,0.13724055486799355,-3.290916048465794,9.98617105272365e-4,0.03864440152173788
CNBP,5538.971189384611,-0.4626049986473588,0.15420327922857432,-2.9999686190955965,0.002700074227176182,0.07499645423521134
ITGB2,12007.161491163564,-0.4646861128585808,0.13510462283871763,-3.4394538328514788,5.82889192534421e-4,0.02656973435908434
PIK3CD,9713.200831630185,-0.4678539135904787,0.1380796475070943,-3.3882901791622917,7.032981536350486e-4,0.03055851041817784
G3BP2,6164.070438553706,-0.4961951120029164,0.15158763438710238,-3.2733218247591735,0.0010629138021132868,0.03998708632760365
LMBRD2,1099.6224125018787,-0.5023519858244342,0.15225189844703738,-3.299479290231532,9.686437437980573e-4,0.03807948685936278
MOSPD2,522.5671111788887,-0.5257394449802711,0.15050157057274177,-3.4932488942111473,4.7718152754587235e-4,0.02302245941341449
CDC23,1120.8671701403127,-0.5357911152708201,0.16881510544865028,-3.1738339637728425,0.0015043972200345457,0.05023672514542325
ST3GAL1,4255.8579214846095,-0.540294698856045,0.1070825275653703,-5.045591574463099,4.521202829081577e-7,2.518212545050558e-4
PFN1,21384.50898007302,-0.5419306309204561,0.18862256198950172,-2.8730954834057374,0.004064712460222949,0.09757936536173346
MCMBP,3294.204066589258,-0.5458266937585886,0.17566190660863534,-3.107257027413799,0.0018883214078508235,0.059127990134070274
DMAC1,349.16481445688913,-0.5541079638712584,0.18988161827379577,-2.9181759082770937,0.003520856644811383,0.08924500446869581
PDE4B,3184.662051275969,-0.5650274816397249,0.1921356432534347,-2.9407738828262633,0.0032739342884821913,0.08543992230226874
HAUS5,686.3752472187467,-0.5833612118939495,0.20342264895107431,-2.8677298958694375,0.004134283194109072,0.09861227650796277
RRAS2,1304.2786225919187,-0.5987800488152081,0.19471893146427502,-3.075099294724026,0.002104324828788253,0.06306682024730685
RGS10,911.5296918775097,-0.5990837791895549,0.18115565046750073,-3.3070112781109766,9.429709544046597e-4,0.03753198641700986
CHML,561.0441293535386,-0.6066417885201361,0.1745283343458064,-3.475892844528901,5.091556796284003e-4,0.02394460156738018
ALKBH2,235.43323696331916,-0.6080729030752244,0.19393663066797992,-3.135420580324751,0.0017160788732988675,0.055678890954631376
PDE4D,5931.245950052148,-0.6149682942693238,0.1446071057878058,-4.252683787003653,2.1122373744004026e-5,0.0029886512144249354
ORAI1,1403.4203920596565,-0.6406842391711782,0.1840356071367573,-3.481305868679447,4.989753370137847e-4,0.023765299705207826
PROSER1,348.9198608633048,-0.6407149450836354,0.20572292796837438,-3.1144556973354565,0.0018428462914200975,0.05856260539973507
BAG2,280.88170126741727,-0.64219271121773,0.21630732505810904,-2.9688902631716734,0.002988773098119744,0.08060466104910961
HCST,1715.0163434418573,-0.6510247211875267,0.19902430230221538,-3.2710815395747783,0.0010713701484408955,0.040001408054853534
SLBP,1748.8908283178991,-0.6533253257459103,0.22186224517866004,-2.944734130946002,0.0032323228522401675,0.08471308215923966
FAM200B,236.15193239592358,-0.6581630782347643,0.22327812468020028,-2.947727544637195,0.003201190636531172,0.0843162835321721
LACC1,500.0570344796874,-0.6591504681034559,0.18262711213212227,-3.6092695132067303,3.0706046189602593e-4,0.01741571932738529
CSRP1,605.5346887791992,-0.66007274760678325,0.2164514040809396,-3.049519361676011,0.002292078582877032,0.06704781051486751
RARG,1493.9648741709077,-0.6608633048931103,0.2029158417103629,-3.2568344557169193,0.001126621174240085,0.04133726086224115
NUP155,1675.4674560628443,-0.6668462976320862,0.22102945658473805,-3.01700193239371,0.0025528818446735836,0.07225871278447514
TCAIM,511.0209462671142,-0.6697089714633172,0.194262628105648,-3.4474411161528296,5.659237544325228e-4,0.026116854008904622
SYNE3,893.6076772823832,-0.6835460195903984,0.21589919539483574,-3.1660424594928744,0.0015452823581853586,0.05114230699918581
POFUT1,1329.3035054951272,-0.6845880663983399,0.2347544762591717,-2.9161874879120373,0.0035433750091877878,0.08924500446869581
LIN52,419.4178979350265,-0.7050175756914784,0.2408184587008273,-2.9275894360213193,0.0034160079827638616,0.08786807352496499
RAD18,719.9320018967018,-0.709438421486875,0.24620809218951428,-2.8814585872376504,0.003958392483125382,0.09642903655613635
NIBAN1,7996.085983391585,-0.7104564408057638,0.14227287566851016,-4.993618337068673,5.925844811577028e-7,2.9611277512926217e-4
CCRL2,288.91000938819184,-0.722766041882911,0.2083986893065094,-3.4681890000751325,5.239786297694772e-4,0.024408534289575016
TMPO,8514.809542499783,-0.7259829074416261,0.22724882898675725,-3.1946607191711083,0.0013999531193918614,0.04880688545691235
SEPTIN8,450.5829496325974,-0.7267196179962669,0.20907516900948214,-3.475877223675989,5.091853361569406e-4,0.02394460156738018
KIF2A,3570.4968655398297,-0.7293408527557937,0.23859512170887145,-3.0568137669039164,0.002237032154119675,0.06608806721713394
MSH6,2527.4808538498905,-0.7351720700813275,0.21210511428500448,-3.4660742272035967,5.281174574727389e-4,0.02452445443139031
POGLUT3,684.64141677892,-0.7371995086489899,0.1861589087055162,-3.960054953991817,7.493251787866733e-5,0.006199878430030379
MTBP,270.3686596221296,-0.7374429904482602,0.2527925414584602,-2.917186504766556,0.0035320450656440854,0.08924500446869581
TAPT1,696.1839855127164,-0.7417811713325416,0.1867304634131061,-3.9724700392966414,7.113118514131049e-5,0.0060810242114619825
AP3M2,718.556204915615,-0.749143496687717,0.24293779100785737,-3.083684483915832,0.0020445430265385537,0.062003896682373286
LNPK,1038.837447434585,-0.7530439799350526,0.2589824049884827,-2.907703247131949,0.0036409365985167344,0.09077905680194409
PELO,1309.5167525337222,-0.7561631205425743,0.1942328007100304,-3.893076338179606,9.89809883327316e-5,0.0077413551927599565
POLE,2002.0922004630208,-0.7565108716995381,0.24269921750684115,-3.1170717378938964,0.0018265711874744254,0.05824645460487116
SGK1,1160.7137091299708,-0.7601879975594668,0.24474269728572737,-3.106070195312008,0.0018959170349127628,0.059127990134070274
CBX5,2171.908950369095,-0.7638770150335976,0.21659119606307276,-3.5268147040064903,4.2059099898139916e-4,0.021330997422742633
NCALD,1959.5692413418865,-0.7648855836822569,0.24715951785950466,-3.094704142112174,0.0019700930691976186,0.06061197310202197
MACROH2A1,3180.8107709908677,-0.7745242972815137,0.24870632650909302,-3.114212284636821,0.0018443673840562592,0.05856260539973507
TNFSF12,164.094712520719,-0.7847167335906279,0.26396234766346527,-2.972835862905305,0.0029506219329316742,0.0798656501336333
EIF4EBP1,489.7169509988882,-0.7847261945793265,0.2446530993388921,-3.207505634303566,0.0013389143780956035,0.047372065853573016
IDH2,1306.2321854990448,-0.7850161374198831,0.270282743540082,-2.9044256660191397,0.0036792755975903558,0.09124996094071688
VIM,6740.308659806869,-0.8071845598409648,0.2765633935359258,-2.9186240070347957,0.0035158000504618607,0.08924500446869581
ITGB3BP,347.97579744389213,-0.808433588346183,0.20266838239344986,-3.9889477519820136,6.636703608497737e-5,0.005905473989357867
TUBB,16497.41617724397,-0.8104110146208922,0.28223395606090584,-2.8714157074920004,0.0040863774823330715,0.09793968486193325
H2AC20,4471.47622444581,-0.8226295681612004,0.2800578596335088,-2.9373557636901007,0.0033102411616428283,0.08599682458393781
SLC16A1,1295.6149512459865,-0.8307829372104976,0.2734853631259845,-3.03776014816481,0.0023834357850490446,0.0689063341747642
ZNF718,298.20074608634883,-0.8355365090931332,0.2895877815635848,-2.885261610768873,0.003910885247899238,0.09567599108398443
DHCR7,452.541870948349,-0.8414756229760394,0.2810864372421605,-2.9936543051740863,0.002756580791952277,0.07590321026721458
WDR90,298.19558250495305,-0.8441655088999266,0.21844861363910395,-3.864366520057487,1.1137787540136663e-4,0.008358965800324789
RANBP1,1962.5734068578656,-0.8441889410147577,0.2864765197157951,-2.9467997651334663,0.0032108104175195794,0.0843162835321721
POLA1,948.6472801568644,-0.8482192336305704,0.2513326757808394,-3.3748864169584243,7.384616236724479e-4,0.03162403379761549
MAPKAPK3,2114.7447204159444,-0.8522328254272277,0.22962973878142184,-3.7113347336881497,2.0616925518330355e-4,0.012903820078566471
OIP5-AS1,920.0037094888793,-0.859638629971812,0.2832910563128783,-3.034471476651178,0.0024095753928552754,0.06952677735500853
DOCK3,159.05254690203512,-0.8676743843987977,0.2834796402520259,-3.0607996525866796,0.0022074674933295637,0.06547498393388686
MCRIP2,199.23565834686644,-0.8701405317515795,0.2747808554021328,-3.1666708747891374,0.001541947257825642,0.05114230699918581
SHPK,234.30419280707477,-0.8712126840459147,0.29026049049094016,-3.0014856054723977,0.002686657411618379,0.07476353770908073
NDUFA12,796.5128676030041,-0.8766147050197758,0.24656670456141322,-3.555284183965862,3.775707625315154e-4,0.019896104720632336
PRKCA,950.7038186461532,-0.8768517393929494,0.30127447354334264,-2.9104747212073434,0.0036088015820357404,0.09051853306404607
PRKX,4278.857130969691,-0.8800444854649113,0.22444261120816855,-3.9210223082312914,8.817409872925055e-5,0.007044446812455178
H2BC4,4768.573115010213,-0.8818481114102416,0.2823974926874932,-3.1227193379727085,0.0017918853264890181,0.057510617606105416
RBL1,1429.9757648498041,-0.8837844014943722,0.279413492637853,-3.1629982974367046,0.0015615324485641429,0.05133883477360439
TSEN2,147.1475260398589,-0.8844556605929824,0.2843547210679971,-3.1103955554917078,0.0018683695761750054,0.059127990134070274
NFE2L3,1945.174875286348,-0.8876845144373483,0.2647051255727488,-3.3534844197544125,7.980090639688708e-4,0.03368867809823131
PLAGL2,642.0650804993501,-0.8895490865821066,0.2977252449000269,-2.987818808851121,0.002809760768434581,0.07689326891148779
MMS22L,743.128255953657,-0.8915192236200674,0.2691173785641253,-3.312752332743298,9.238274829272459e-4,0.03690343117284644
NEDD4,474.0645346890945,-0.8930001744115749,0.27087303754223774,-3.2967481094249838,9.781118040312416e-4,0.03835024118180541
C4orf33,403.50067387171754,-0.8933482678040728,0.30474613873045575,-2.9314506543895162,0.003373829611436808,0.08719149221904515
HK2,751.2249871761979,-0.900643706289168,0.29957890614512606,-3.006365561174945,0.002643909361841247,0.07398962922214865
EAF1,2410.821755741418,-0.9111688405786551,0.2807268789468909,-3.245748479792111,0.0011714228574884879,0.04276988614810547
ALOX5AP,1971.318427709621,-0.9139117057636302,0.2620648641314997,-3.4873492438308893,4.8783386597786604e-4,0.023420048168336406
RAB11FIP1,3374.984728493872,-0.9145600660687738,0.25298973405918146,-3.6150086068505543,3.0033764356100627e-4,0.017165451474294435
ALCAM,749.2158298482133,-0.9153311836827874,0.30933677985822816,-2.9590118061689656,0.003086272772427449,0.08248563560840268
SFMBT2,2185.23354917073,-0.9203345465655645,0.3207831403147246,-2.869024056758756,0.004117404810702801,0.09836758116888042
H2BC7,2455.3436447414974,-0.9225418862508636,0.3036302108335997,-3.0383731701732732,0.0023785920549689705,0.06890034685543646
DTYMK,472.3989644860228,-0.9262716630752525,0.27311333124450005,-3.391528560156676,6.95039188814473e-4,0.03036552017532333
CLUHP3,331.5443550055493,-0.9263829583472081,0.27349422746803975,-3.3872121065350975,7.060677743176773e-4,0.030589408531663802
