GENE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CXCL13,203.7121382218844,11.092852829318984,2.5317948832387933,4.381418456430592,1.1790917191958622e-5,5.02205540581382e-4
IGHV3-74,15.002910038038856,6.863957643391162,1.822051134426731,3.7671597210968275,1.6511537031661087e-4,0.004240338247665788
COL6A3,983.5552403745687,6.854915219577129,1.3738357747430652,4.989617642515632,6.049892137598275e-7,4.350294532431132e-5
IGKV2-24,10.692414545827079,6.510386716536268,1.4721910764498762,4.422243023124266,9.768149559980472e-6,4.253960343585862e-4
MMP7,15.900090614107684,6.498047184257453,1.6112460407402882,4.032932910278507,5.5085009929158914e-5,0.0017486945657182685
IGKV1-9,76.86998644485998,6.3785845896620925,1.9808876177951693,3.220063840250457,0.0012816205235603988,0.01923675077111045
IGHV3-15,47.632456452631864,5.525327018559826,1.285941708728954,4.2967165471451665,1.7334662359774386e-5,6.979007293805e-4
SPINK1,73.40371861895103,5.344778334170304,1.1731332526233937,4.5559857093967455,5.214048138529446e-6,2.5836276994123473e-4
LRFN2,9.013506901226492,5.292199902463978,1.7742833008514054,2.9827254192858996,0.002856941765942095,0.03351162344572442
IGHV3-48,14.279112687347704,5.149078421356129,1.6913215838649414,3.0444112287561884,0.0023313622224892176,0.029419899990034814
IGFBP4,262.061601755927,4.95113626250416,1.134098424294757,4.365702443844802,1.267148801120054e-5,5.308975735858004e-4
PNOC,21.64183482956727,4.734051678108141,1.1529024567070003,4.10620313155535,4.0221580768954826e-5,0.0013674207001143689
IGLV3-10,10.545781654249362,4.725389986805895,1.4098675893534705,3.3516551642788235,8.033000905564038e-4,0.013861581246852722
DIRAS1,15.693462765631116,4.710985331740602,1.6262063230725934,2.8969173621459996,0.0037684900738109996,0.04056701494511071
IGLV2-8,46.62605095433818,4.638310408572861,1.0803660630870697,4.293276665243646,1.7605539950331373e-5,7.069653185249948e-4
IGLV8-61,10.072052742611511,4.598360615816029,1.56261028287583,2.9427430922527913,0.003253182637282764,0.03647050733393393
IGLV2-23,45.284885952906386,4.5668902927644055,0.7787111253794314,5.864678369066786,4.500041184275676e-9,7.172230588546592e-7
DAB2IP,20.68048619518325,4.500016350711875,1.5312183511565463,2.938846930167055,0.003294357300755753,0.036826293470487305
ADD2,21.894370268656772,4.478186614975413,1.2949464812993428,3.458202079889837,5.437933319078876e-4,0.010431674405215745
FCRL4,14.04115271949663,4.462650309674749,1.2157181865767415,3.6707934116218364,2.4179872112764123e-4,0.005731542458624582
IGLV1-44,9.199783044690571,4.4584305760873955,1.4735724365493688,3.025593086233074,0.002481460079748745,0.030544086650410508
JCHAIN,328.4747429227344,4.455164466809592,0.7787432757905306,5.720966851735564,1.0591956303593596e-8,1.4491295969341325e-6
FBLL1,19.508551913745592,4.358199666269966,1.3970674830793568,3.1195341091640096,0.001811372875225309,0.024478867701908456
FCGR2B,51.23724671244781,4.3534735425414475,0.9384171111823789,4.639166838141085,3.4981657268833908e-6,1.8270825046492304e-4
LINC01237,19.260535745644727,4.150255020900431,1.2423102316801469,3.3407557267619628,8.35506972101024e-4,0.01425710572702189
FCRL2,53.11931896483785,4.042209509701287,1.0778563025138306,3.7502304344965496,1.7667214017641272e-4,0.004472025483352687
DTX1,445.1530137567707,3.946725007297027,0.9889123206820634,3.990975665643369,6.58020325122847e-5,0.002038676197675193
CD180,75.20531775810974,3.941593613707256,1.0224590136223515,3.8550138061212262,1.15723098316528e-4,0.0032443080663266672
IGHG4,15.106229360747484,3.9355811728193584,1.009331463134815,3.89919596937571,9.651263954303871e-5,0.00281525548553845
IGKV1-16,24.524928186388138,3.931452830740859,1.30057067046999,3.0228675150118076,0.002503918374458972,0.03074708345443662
IGHG2,397.2827850851249,3.912942151414615,0.6519503369215637,6.001902184591374,1.9501918084602817e-9,3.9188825424355746e-7
SAXO2,71.16366187892598,3.863924476516328,1.0547596423040637,3.6633222599186674,2.489649922623015e-4,0.005840665827579942
TIMP1,5799.2685489160585,3.8262756969979224,1.093543517831986,3.4989697571284024,4.6705955383381147e-4,0.00934119107667623
ENPP2,45.31894573361655,3.8142290971873156,0.7387592709695371,5.163020278827196,2.429968034913763e-7,2.0306651794468528e-5
IGKV3-15,22.512212134556226,3.7787398579822002,0.9053910460184618,4.173599766199972,2.998242776267714e-5,0.0010754717707911567
IGHA1,364.0196798538396,3.7705798663149146,0.7400423264164889,5.095086769662506,3.485815643288805e-7,2.7080758716203482e-5
SCGB3A1,61.254770217876796,3.7583581135022035,1.253359205885717,2.998628083515984,0.002711981369857186,0.032434760465379735
MET,55.446261906555016,3.7574576521808605,0.7886236782107805,4.764576256074042,1.8925093722083654e-6,1.0999321388850123e-4
COL9A3,24.04528909236954,3.750738260129605,1.0375789671893452,3.614894267074269,3.00470225584134e-4,0.006664662392440045
IGLV2-11,36.19158196149719,3.745819146084556,1.0347485799903455,3.6200283030294234,2.9457079278077096e-4,0.006581018000564623
CD24,50.43958972946245,3.692392306772221,1.2267743601553731,3.0098381794550817,0.002613869104412038,0.03169514219979823
CD1C,40.738999926009356,3.6756490562555215,0.7830492533056025,4.694020255736094,2.6788749046590737e-6,1.4531721412641853e-4
BCAT1,3163.738675738059,3.6374718292807713,1.0621298589569903,3.4246959527649117,6.154878103805639e-4,0.011423099097819349
IGHM,5737.198377168158,3.6017461443347156,0.8717157041349972,4.131789902659521,3.5994935003305365e-5,0.0012533371512412183
TGFBI,82.84172113594606,3.5532170983090254,1.173438852301686,3.0280377126932803,0.0024614736693673008,0.030419171005930033
IGKV3-20,96.86679287167232,3.547927791498032,0.6241839753648999,5.684105859052057,1.314988107772038e-8,1.6794371267294124e-6
IGLL5,136.52756935364212,3.5237399475742808,0.6669901906442289,5.2830461332134275,1.2705338024491062e-7,1.1761947656205498e-5
NAPSB,996.9456377867181,3.4594935052138793,0.8425309726112872,4.106072794560589,4.0244270281503094e-5,0.0013674207001143689
GPR161,35.10498254267938,3.4587004458481894,1.0830947737685221,3.1933497692117747,0.0014063249185333317,0.02052923764140219
SIGLEC17P,29.242338826527725,3.413578973065865,0.6982271528595294,4.8889232667131965,1.013890034901533e-6,6.613814320496919e-5
IGKC,2072.3402484236526,3.384981489681608,0.7855618242871869,4.308994384691639,1.6399853160673897e-5,6.689755405383072e-4
TNS3,132.41451746078624,3.277979888926404,0.9708360744475575,3.3764504381357052,7.342759967207482e-4,0.013063184015308133
FCRL6,337.2713175053474,3.2547155646925883,1.1600584928293867,2.805647805529466,0.005021554513577078,0.04912735529416902
IGHV3-30,24.26580317736047,3.2512754158307042,1.096223243488935,2.965888048024701,0.0030181033084997386,0.034846808924126935
KNDC1,23.937279735621562,3.2459563331454397,0.9999315929920624,3.246178394496639,0.0011696551982086753,0.018046775812680757
IGHV3-33,61.949549979232266,3.2269318748339924,1.0361516568282487,3.114343207935327,0.0018435490974610107,0.024762179884228692
IGHG1,262.4861502639279,3.209032184419926,0.6356834275248311,5.0481608383515315,4.460835337530243e-7,3.364122649669149e-5
COL6A1,198.01223475756922,3.2055251898142867,0.8804224937595725,3.6408942439965166,2.716927285668698e-4,0.006244508678327106
IGKV2-30,22.454801161043978,3.2043370002294083,0.9757845819864391,3.2838569694411714,0.001023968756158826,0.016507358675928518
IGKV1-39,27.575325075304672,3.2038786008291127,0.9345204488394148,3.4283665004955473,6.072250994882521e-4,0.0113241254982972
IGKV4-1,128.49079263690544,3.1913174561785334,0.6361152331335033,5.016885762125371,5.251577215456167e-7,3.866161130997731e-5
WNT5B,103.83316866373686,3.1835305044208737,1.015160894967171,3.1359861478153417,0.0017127729341050795,0.023663511672264995
IGHG3,296.20900270226514,3.1622568650727256,0.6935516632679868,4.559511616153153,5.127272089539807e-6,2.5570202098156584e-4
IGHA2,131.4176114288313,3.143921312476841,0.7154487020626299,4.394335056326127,1.1111233062290991e-5,4.7584394222442857e-4
IGLC2,447.6316244298653,3.1413112504285734,0.6396065185695374,4.911318379703244,9.046605813648711e-7,6.080892429522134e-5
