ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 padj	il21_vs_il15 logFC	il21_vs_il15 padj	il21_vs_il7 logFC	il21_vs_il7 padj
ENSG00000163009	 C2orf48		-1.81937690435297	0.000147987669615395	-1.42602190963773	0.0135231673985203	-1.66276891442825	0.00115881898610326
ENSG00000198554	 WDHD1	 WD repeat and HMG-box DNA binding protein 1	-1.44756103724188	4.70301142178888e-07	-1.01394833016936	0.00294523723056878	-1.19734863129974	0.000129479981600145
ENSG00000137804	 NUSAP1	 nucleolar and spindle associated protein 1	-2.37053189493833	1.51424688905656e-09	-1.78151254596195	7.3765163770114e-05	-1.953638524007	3.34980197502414e-06
ENSG00000138286	 FAM149B1	 family with sequence similarity 149 member B1	-1.10105008219201	7.18325686683386e-06	-0.805117886578867	0.00613050522119857	-0.869007585623625	0.00132013834145356
ENSG00000165948	 IFI27L1	 interferon alpha inducible protein 27 like 1	-1.38585488329546	0.000222876967225735	-1.09516926260145	0.0157717631520246	-1.25542665839463	0.00185359372388257
ENSG00000261971	 MMP25-AS1		-1.13102284150931	0.0217585666988829	-1.29255050125293	0.0152843407393007	-1.20469694686985	0.0192228053741907
ENSG00000242887	 IGHJ3		1.84498849811318	5.10791170642431e-05	1.87633002415897	0.000204198849687302	1.80119937649363	0.000186512822007153
ENSG00000158402	 CDC25C	 cell division cycle 25C	-1.78653835228637	7.25673737651245e-06	-1.11738513550427	0.0314831181824667	-1.40071703625517	0.00147570052392435
ENSG00000236700	 LINC01010		1.18140926977569	0.0307381293580924	1.70822394743552	0.00151124903182328	1.70599915698895	0.000837281633948778
ENSG00000255152	 MSH5-SAPCD1		-1.07986313389067	9.94670100690316e-06	-0.930405180955724	0.000868641068276312	-0.819524680131325	0.00267830458025738
ENSG00000104738	 MCM4	 minichromosome maintenance complex component 4	-1.96490191644594	3.00182039177853e-07	-1.42402451563167	0.00150770482299452	-1.6636818882938	6.37713787487687e-05
ENSG00000211900	 IGHJ6		1.37404696947062	0.00611766909031342	1.23396350361329	0.0406864701917603	1.43196142486987	0.00582121244230783
ENSG00000175643	 RMI2	 RecQ mediated genome instability 2	-1.57396587267029	3.12912016795483e-05	-1.12384502839374	0.0159390112190195	-1.47659348779402	0.000234342576532294
ENSG00000274290	 HIST1H2BE	 histone cluster 1 H2B family member e	-1.55239061713466	3.22237199121539e-05	-1.09225455329741	0.0186787931072422	-1.4100055610351	0.000400554902511355
ENSG00000075702	 WDR62	 WD repeat domain 62	-1.73238968951099	2.2773133925285e-05	-1.29156872372854	0.00861590941866255	-1.45511321212299	0.00106987864113147
ENSG00000178199	 ZC3H12D	 zinc finger CCCH-type containing 12D	1.24039385318008	0.0211770464798051	1.30166999933661	0.0329503259673389	1.18935942858237	0.0425274325505629
ENSG00000197153	 HIST1H3J	 histone cluster 1 H3 family member j	-1.66401688062283	1.20260567227397e-06	-1.16993951243145	0.00414580983411365	-1.33411094838968	0.000368255724148582
ENSG00000274641	 HIST1H2BO	 histone cluster 1 H2B family member o	-1.98022501593884	2.76429442363737e-07	-1.42480198601303	0.00160955716504461	-1.70200073156886	4.37301248271653e-05
ENSG00000213949	 ITGA1	 integrin subunit alpha 1	-1.25945311332099	0.00451878097597725	-1.27764042276385	0.00936199775382799	-1.62541857100525	0.000183970811920082
ENSG00000196678	 ERI2	 ERI1 exoribonuclease family member 2	-1.30335640299677	0.000161609091188747	-0.908552592026067	0.0419992581512614	-0.93339482216026	0.0213243944394563
