ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 qval	il21_vs_il15 logFC	il21_vs_il15 qval	il21_vs_il7 logFC	il21_vs_il7 qval
ENSG00000240671	 IGKV1-8		3.40448628831394	0.000228542956087784	2.83668497961737	0.00898783053030042	2.81079739264205	0.00556978350347773
ENSG00000142731	 PLK4	 polo like kinase 4	-2.70663333736716	0.000435188310480335	-2.16607485140462	0.0218138202156906	-2.38394455518404	0.00556978350347773
ENSG00000275379	 HIST1H3I	 histone cluster 1 H3 family member i	-1.94175266319192	3.56746797466477e-05	-1.51142158244729	0.00783460698372715	-1.57707701728362	0.00245806760416364
ENSG00000163359	 COL6A3	 collagen type VI alpha 3 chain	5.98685937766481	0.000236782591570824	6.56265775921431	0.000152054352953678	5.76593119373153	0.000767164867491486
ENSG00000240280	 TCAM1P	 testicular cell adhesion molecule 1, pseudogene	-7.58713611908473	0.000282119700702236	-7.71455798782866	0.000856150716499328	-8.44246600746134	0.000104500087232625
ENSG00000202379	 SNORA70		-6.14686956875578	0.0332025435796165	-6.48437557653583	0.0390829764358296	-7.08609571888011	0.0110549234583657
ENSG00000107282	 APBA1	 amyloid beta precursor protein binding family A member 1	-7.98033025755321	0.00144309520408886	-7.13119311768245	0.0182901382540781	-7.48608267903279	0.00682177397309289
ENSG00000164109	 MAD2L1	 MAD2 mitotic arrest deficient-like 1 (yeast)	-2.45299550626739	0.000623341599577837	-1.869279177227	0.0405846884738596	-1.9985001183958	0.0149339932982539
ENSG00000116679	 IVNS1ABP	 influenza virus NS1A binding protein	-2.12659558386085	0.00393169040543593	-2.0986382294122	0.0145293567705536	-1.77397781486484	0.0448680812588345
ENSG00000176890	 TYMS	 thymidylate synthetase	-2.59070368525588	0.00178598260178442	-2.07853389145024	0.046278096260815	-2.23246211720852	0.0178572639549074
ENSG00000102265	 TIMP1	 TIMP metallopeptidase inhibitor 1	3.36831222335839	0.0030035268373501	3.61026873730592	0.00591619177711195	3.05035676936668	0.0155437199772201
ENSG00000235748	 SEPT14P12		-7.09980928883319	0.00190998013853477	-6.43602273728944	0.0211255793638049	-7.56906501039188	0.00195792763165643
ENSG00000165244	 ZNF367	 zinc finger protein 367	-2.46814823323254	0.00414973494654491	-2.12282551208802	0.0449785877168245	-2.2456097812644	0.0200692605300211
ENSG00000006530	 AGK	 acylglycerol kinase	-1.8659725790848	0.000662221756454523	-1.56334826524	0.0204466750982801	-1.67538423792381	0.0064460559216593
ENSG00000105011	 ASF1B	 anti-silencing function 1B histone chaperone	-2.3367655002171	0.00112810863053659	-1.87255998649054	0.0381689675171979	-2.19481882581907	0.00581025242247438
ENSG00000277157	 HIST1H4D	 histone cluster 1 H4 family member d	-2.07686343463392	0.000282119700702236	-1.63954358330833	0.0211255793638049	-1.75410386207105	0.00682177397309289
ENSG00000169679	 BUB1	 BUB1 mitotic checkpoint serine/threonine kinase	-3.1374739278576	0.000236782591570824	-2.44736608510082	0.0182901382540781	-2.67606514755319	0.00471872484132064
ENSG00000241351	 IGKV3-11		3.39188714369142	0.000236782591570824	2.83391264992367	0.00898783053030042	2.81289725219353	0.00581025242247438
ENSG00000127588	 GNG13	 G protein subunit gamma 13	-5.45796284159983	0.000282119700702236	-4.71226204254899	0.00898783053030042	-4.75084068120367	0.00495242080984227
ENSG00000255308	 RP11-428C19.4		-5.04531482274443	0.000662221756454523	-4.56262487546198	0.00898783053030042	-4.01312256289734	0.0184698494843035
ENSG00000180611	 MB21D2	 Mab-21 domain containing 2	-2.3444789426977	0.00928605063976423	-2.5695482908746	0.00997529607297607	-2.53398876423979	0.00716129159211753
ENSG00000167670	 CHAF1A	 chromatin assembly factor 1 subunit A	-2.20127873836496	0.000856124978503269	-1.88011174116699	0.0193158209215501	-1.87643743834239	0.011781610046436
ENSG00000124635	 HIST1H2BJ	 histone cluster 1 H2B family member j	-2.8336867940413	0.000236782591570824	-2.22674773925339	0.017422768038047	-2.42030198384218	0.00469108125181603
ENSG00000122952	 ZWINT	 ZW10 interacting kinetochore protein	-3.04159876273084	0.00112279182838782	-2.44868023876747	0.033231786043755	-2.56088625054441	0.0153252184027688
ENSG00000261266	 CTD-2196E14.5		-4.05960614280058	0.00469891765567123	-3.53071242103792	0.0432464800514559	-3.41722883523911	0.0420347911366255
ENSG00000197275	 RAD54B	 RAD54 homolog B (S. cerevisiae)	-2.11601803709793	0.000651669790490603	-1.81805191289379	0.015937968110657	-1.80162904394826	0.0106585084340047
ENSG00000254709	 IGLL5	 immunoglobulin lambda like polypeptide 5	3.57632712991915	0.00162837385548848	3.46895176140807	0.00898783053030042	3.31242349255066	0.00779758103380399
ENSG00000118193	 KIF14	 kinesin family member 14	-3.55818207070632	0.00118995398429439	-2.99744714894896	0.0239536833275751	-3.19908337747336	0.00827731116676062
ENSG00000101412	 E2F1	 E2F transcription factor 1	-2.67231280956357	0.00224018013697003	-2.37609539676748	0.0244913643804032	-2.35356190285297	0.0172656819726019
ENSG00000272482	 RP11-474O21.5		-3.30180618500609	0.000282119700702236	-2.41734832799006	0.0366115278070769	-3.4553665690544	0.000342444348358955
ENSG00000160957	 RECQL4	 RecQ like helicase 4	-2.17360861942355	0.000538427163617623	-1.85419301174903	0.014605263689405	-1.80656258777008	0.0113311380787955
ENSG00000109805	 NCAPG	 non-SMC condensin I complex subunit G	-2.8337446264894	0.00110489656802796	-2.23011493242163	0.0405846884738596	-2.35117466034714	0.0178133788221254
ENSG00000187951	 ARHGAP11B ARHGAP11B	 Rho GTPase activating protein 11B OTU deubiquitinase 7A pseudogene	-2.04563373860944	0.00229426055668397	-1.87478981719239	0.0199884722059105	-1.85593034989018	0.013691127382032
ENSG00000117724	 CENPF	 centromere protein F	-3.49641933235572	0.00097306470984878	-2.91111586456388	0.0221232297091137	-3.23071840952978	0.00556978350347773
ENSG00000156970	 BUB1B	 BUB1 mitotic checkpoint serine/threonine kinase B	-3.4761045253401	0.00107937441026493	-2.85271011374046	0.0255825047337661	-3.12623420510458	0.00739491961618364
ENSG00000163507	 KIAA1524	 KIAA1524	-2.3856868719486	0.00183685961632918	-1.93644858210108	0.0437184524067632	-1.97988501027004	0.0268691906776179
ENSG00000137310	 TCF19	 transcription factor 19	-2.54666272344816	0.000602959130905909	-2.14416916511005	0.017422768038047	-2.21838209532863	0.00731967179214795
ENSG00000117399	 CDC20	 cell division cycle 20	-2.84962418555089	2.09808000820162e-05	-1.86404209222806	0.0218970619678876	-2.67652598650486	0.000104500087232625
ENSG00000204194	 RPL12P1		-6.88325371899665	0.00577400625268306	-7.16487194491936	0.0107091925612414	-6.40486554812371	0.0233645177858041
ENSG00000007968	 E2F2	 E2F transcription factor 2	-3.4431511979277	0.00132520587445155	-3.12319355025313	0.0142574385138778	-3.11243860834142	0.00860031123198971
ENSG00000013573	 DDX11	 DEAD/H-box helicase 11	-1.57961109011288	0.00393169040543593	-1.45986857922555	0.0252073690725222	-1.39887665504149	0.0263737724168707
ENSG00000275126	 HIST1H4L	 histone cluster 1 H4 family member l	-2.43203659937187	4.96703647513394e-05	-2.00984953319236	0.00469787746865051	-1.93201636119739	0.00394024842875892
ENSG00000165480	 SKA3	 spindle and kinetochore associated complex subunit 3	-3.2861577646126	0.000474949215511425	-2.59789784712758	0.0237998701553597	-2.94384973412042	0.00469108125181603
