ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 padj	il21_vs_il15 logFC	il21_vs_il15 padj	il21_vs_il7 logFC	il21_vs_il7 padj
ENSG00000120949	 TNFRSF8	 TNF receptor superfamily member 8	1.51403758562826	0.00382275668074676	1.60610223467196	0.00603222609092054	1.56604816165197	0.00494905972295054
ENSG00000132465	 JCHAIN	 joining chain of multimeric IgA and IgM	1.78004429771209	0.000788074020252202	1.61167758941353	0.00893098182379013	1.56992491585896	0.00697182216843439
ENSG00000211592	 IGKC		2.22036946620857	3.69274252634946e-05	1.92186143034054	0.00113024374804943	1.87476195272444	0.00131910595666896
ENSG00000137563	 GGH	 gamma-glutamyl hydrolase	-1.91668043926352	7.80196058838211e-05	-1.63909618863418	0.00237505683097248	-1.43561222490084	0.00812736292522286
ENSG00000254709	 IGLL5	 immunoglobulin lambda like polypeptide 5	2.10798312413286	0.000122728989980966	2.06362715827101	0.000579736944736619	1.98819491946222	0.000684432697911896
ENSG00000211897	 IGHG3		2.08060421327512	5.4178217866583e-05	1.78382182372629	0.00176948021662168	1.85846904708112	0.000811646337136049
ENSG00000065989	 PDE4A	 phosphodiesterase 4A	-1.94965594136663	2.62463806464505e-06	-1.83312991190987	7.34825582587785e-05	-2.15296000054999	9.8670915716246e-08
ENSG00000211896	 IGHG1		2.03746715147171	0.000163548330305411	1.69907657776939	0.00744309916470456	1.96946615662125	0.000656761358468908
ENSG00000211675	 IGLC1		2.34264446459634	1.85912180184869e-05	2.08607347661773	0.000543857051967343	1.91223028906296	0.0011718038378606
ENSG00000211660	 IGLV2-23		2.60794592558207	1.41892064672553e-06	1.79936177824336	0.0041386651474496	2.14793391285352	0.000220506350461306
ENSG00000136960	 ENPP2	 ectonucleotide pyrophosphatase/phosphodiesterase 2	2.06936934027866	0.000163548330305411	1.97491936073712	0.00110638372089294	2.05686638531253	0.000440078100995622
ENSG00000180611	 MB21D2	 Mab-21 domain containing 2	-1.47327620362614	0.00598575593972013	-1.63932806443233	0.00557835224745308	-1.61132322094572	0.00450176352808924
ENSG00000211674	 IGLJ1		2.01661504696237	0.000209584809747343	1.78091057904063	0.00412684638203003	1.77396396381892	0.00323709220159582
ENSG00000102445	 RUBCNL	 RUN and cysteine rich domain containing beclin 1 interacting protein like	1.56904393192121	0.00273349929406708	1.57527436274873	0.00837572288951718	1.50035173180363	0.00812736292522286
ENSG00000211668	 IGLV2-11		2.12769225004304	0.000109352457862532	1.7085890972661	0.0082644638818078	2.47529205204679	6.24191817110623e-06
ENSG00000198826	 ARHGAP11A	 Rho GTPase activating protein 11A	-2.1477267303773	2.7479060344734e-05	-1.83901715749372	0.00110638372089294	-1.80981590350555	0.00103188458619938
ENSG00000239951	 IGKV3-20		2.13756939032751	9.57688953593284e-05	1.74182617403279	0.00628820288321784	1.6284644509038	0.00809095568191493
ENSG00000132464	 ENAM	 enamelin	2.49654164938768	2.62463806464505e-06	2.11722077497388	0.000543857051967343	2.17009891540727	0.000174821358418283
ENSG00000149557	 FEZ1	 fasciculation and elongation protein zeta 1	-1.01082556426039	0.000174874219576963	-1.03198123245625	0.000543857051967343	-0.830233242019776	0.00537158877252058
ENSG00000163359	 COL6A3	 collagen type VI alpha 3 chain	1.84999636674073	0.000243982922223084	1.8847353231595	0.000579736944736619	1.8330221158743	0.000656761358468908
ENSG00000158481	 CD1C	 CD1c molecule	2.26297585771016	1.85912180184869e-05	1.89797991328962	0.00110638372089294	1.92216204271929	0.000684432697911896
ENSG00000243466	 IGKV1-5		1.92598872549397	0.000465406699100529	1.71051370387101	0.00765532160566326	1.59850726908953	0.00938545927825005
ENSG00000240671	 IGKV1-8		2.19117662345135	4.51551126582969e-05	1.88161675692017	0.00152977193581043	1.86177828367643	0.00138343274486988
ENSG00000224650	 IGHV3-74		1.87679191570759	0.000387821825391295	1.8397219379332	0.00152977193581043	1.58886747262896	0.00660892816674918
ENSG00000241351	 IGKV3-11		2.17451515795562	5.2243837383653e-05	1.87234914222251	0.00161756302728922	1.85536842129193	0.00142028402477049
ENSG00000275126	 HIST1H4L	 histone cluster 1 H4 family member l	-1.77943582992934	0.000163548330305411	-1.46134292393463	0.0083881787567132	-1.39585625165794	0.00812736292522286
ENSG00000177602	 GSG2	 germ cell associated 2, haspin	-1.92889919334019	7.80196058838211e-05	-1.50016225874101	0.00926495476481095	-1.58615086584847	0.00335143446901925
ENSG00000211934	 IGHV1-2		1.62534664407198	0.00309855063008914	1.93294774889634	0.00106248465520331	2.00920864849011	0.000394770301613844
ENSG00000060982	 BCAT1	 branched chain amino acid transaminase 1	1.69495611765685	0.00218519468952292	1.86251891559501	0.00172728622904304	1.59218780400138	0.00812736292522286
ENSG00000131401	 NAPSB	 napsin B aspartic peptidase, pseudogene	1.91633161896227	0.000413492918917739	2.0210985471886	0.000579736944736619	1.80240803088713	0.00234573438324127
ENSG00000211949	 IGHV3-23		2.27892184255771	3.06018027825407e-05	1.96715819997721	0.00110638372089294	1.94486898836839	0.00093513389305178
ENSG00000242887	 IGHJ3		1.77523913202114	0.000787712539600223	1.76692023238012	0.00207500564572716	1.69634057004098	0.00326468115540613
ENSG00000159712	 ANKRD18CP		-1.69840413296085	0.000903875275738446	-1.79549950592254	0.00113024374804943	-1.58452773060227	0.00459630223664719
ENSG00000211677	 IGLC2		1.98866943085325	0.000216764357034019	1.82618152455201	0.00207500564572716	1.85137484493195	0.00138698929670698
ENSG00000211959	 IGHV4-39		1.65345747435783	0.00327856189234641	1.76378179748139	0.00503778164228222		
ENSG00000116679	 IVNS1ABP	 influenza virus NS1A binding protein	-1.5383743797718	0.00148630409458065	-1.51955655022232	0.00573070379475252		
ENSG00000274021	 RP11-823E8.3		-1.90083592682615	0.000380222802092327	-2.02660685496205	0.000543857051967343		
ENSG00000211845	 TRAJ44		1.13185061475516	0.000423608205830288	1.09955562595977	0.00176948021662168		
ENSG00000211594	 IGKJ4		2.33243837359261	1.85912180184869e-05	1.86696908409613	0.00207500564572716		
ENSG00000139318	 DUSP6	 dual specificity phosphatase 6	-1.801384445685	0.000891853590962916	-1.9551814891486	0.000886578959482581		
ENSG00000152229	 PSTPIP2	 proline-serine-threonine phosphatase interacting protein 2	-0.95236052359125	0.00409728823963472	-1.02535780171823	0.00555507923208229		
ENSG00000124766	 SOX4	 SRY-box 4	1.82010412970527	0.000896669811269075	1.94077958323993	0.00110638372089294		
ENSG00000211827	 TRDJ2		-0.87524559719153	0.00128657705457926	-1.02100870328724	0.000543857051967343		
ENSG00000211598	 IGKV4-1		1.76428982212001	0.00162644339001527	1.71914462262327	0.00754902945741238		
ENSG00000211947	 IGHV3-21		1.95459612463936	0.000387821825391295	1.71927031240472	0.00754902945741238		
ENSG00000236700	 LINC01010				1.75751683847421	0.00557835224745308	1.81555036320249	0.00259418956441658
ENSG00000231007	 CDC20P1		-1.94280914254093	0.000380222802092327			-1.68622410584357	0.00494905972295054
ENSG00000263513	 FAM72C	 family with sequence similarity 72 member C	-1.70375756346052	0.00222367568757344			-1.71250938430547	0.00450176352808924
ENSG00000139626	 ITGB7	 integrin subunit beta 7	-0.906665244377834	0.00331718404873344			-1.13859020297527	0.000359892443344984
ENSG00000162496	 DHRS3	 dehydrogenase/reductase 3	-1.48113708434328	0.000522335049612716			-1.63482600733524	0.000284004214663497
ENSG00000072694	 FCGR2B	 Fc fragment of IgG receptor IIb	2.05178972663251	0.00015555186338123			1.91601904359426	0.00093513389305178
ENSG00000261546	 CTD-2555A7.3		1.02577576411636	0.00557657513395312			1.11349790210184	0.00450176352808924
ENSG00000254693	 RP11-58K22.5		-1.3942081354435	0.0017235022753512			-1.39289035434189	0.00418171129860921
ENSG00000124635	 HIST1H2BJ	 histone cluster 1 H2B family member j	-1.79266987546713	0.000584468379455659			-1.50380697713766	0.00953234485563541
ENSG00000203760	 CENPW	 centromere protein W	-1.9181631996549	0.000380222802092327			-1.72922420970916	0.00350694178967853
ENSG00000140859	 KIFC3	 kinesin family member C3	1.67657145519132	0.00273349929406708			1.62223923191213	0.00753449266745169
ENSG00000197275	 RAD54B	 RAD54 homolog B (S. cerevisiae)	-1.6067117713674	0.000450079409248082			-1.36297823848474	0.00751725870965093
ENSG00000108702	 CCL1	 C-C motif chemokine ligand 1	-1.81709449264616	0.000788074020252202			-1.67157770154879	0.0046045585212692
ENSG00000237181	 AC147651.4		1.62052957124335	0.00014107880440353			1.80170014972004	3.31585991417587e-05
ENSG00000124145	 SDC4	 syndecan 4	-1.4990785847127	0.000903875275738446			-1.45990628916545	0.00304474451628006
ENSG00000276903	 HIST1H2AL	 histone cluster 1 H2A family member l	-1.74885806290286	0.000713647722447231			-1.55742719393256	0.00597944657071869
ENSG00000148175	 STOM	 stomatin	1.36463392719824	0.00294533487860722			1.38876565371425	0.00486370165870554
ENSG00000122966	 CIT	 citron rho-interacting serine/threonine kinase	-1.85603480669514	0.000387821825391295			-1.64110294243529	0.00450176352808924
ENSG00000234332	 BCAS2P2		1.76153604415248	0.0011363450423893			1.80694991375055	0.00181827003727909
ENSG00000145012	 LPP	 LIM domain containing preferred translocation partner in lipoma	-0.892579709276267	0.00664237805107513			-1.1638712768698	0.000510717459295071
ENSG00000035499	 DEPDC1B	 DEP domain containing 1B	-1.74558890821417	0.00106397358182946			-1.55830248056182	0.00809095568191493
ENSG00000151229	 SLC2A13	 solute carrier family 2 member 13	0.87875942560287	0.00953308141334754			0.993881657469101	0.00494905972295054
ENSG00000111206	 FOXM1	 forkhead box M1	-1.75544017298036	0.000622663988701238			-1.50135738198198	0.00812736292522286
ENSG00000211938	 IGHV3-7		1.77593338001146	0.00128657705457926			1.6937811213746	0.0046045585212692
ENSG00000237773	 AC003075.4		-1.00767336037402	0.00894651150858429			-1.15531260438278	0.00435405917408151
ENSG00000271989	 RP4-736L20.3		-1.68060612867036	0.00148342093741529			-1.66206740671153	0.00399200605849538
ENSG00000255201	 RP11-350N15.4		-1.97783581161743	0.000216764357034019			-1.59202460852422	0.00786835608816661
ENSG00000156711	 MAPK13	 mitogen-activated protein kinase 13	-1.13593376518681	0.00668220528017317			-1.43288732559107	0.000811646337136049
ENSG00000196890	 HIST3H2BB	 histone cluster 3 H2B family member b	-1.66148308484442	7.80196058838211e-05			-1.31153274421479	0.00494905972295054
ENSG00000172819	 RARG	 retinoic acid receptor gamma	-0.882846740915209	0.00151669890007779			-1.12523431353365	6.80655380015579e-05
ENSG00000269404	 SPIB	 Spi-B transcription factor	1.4864933925963	0.00136671516676686			1.51102703973624	0.00259418956441658
ENSG00000170017	 ALCAM	 activated leukocyte cell adhesion molecule	-1.23363512996569	0.00182105131267707			-1.17113198376401	0.00647734527151252
ENSG00000072110	 ACTN1	 actinin alpha 1	-1.85709775004883	0.000147097672059896			-1.6877565092975	0.00136849096983893
ENSG00000272482	 RP11-474O21.5		-1.95893555592191	0.000174874219576963			-2.0737383609432	0.000174821358418283
ENSG00000072682	 P4HA2	 prolyl 4-hydroxylase subunit alpha 2	-1.41543085443037	0.00224634980975163			-1.41659946659198	0.0046045585212692
ENSG00000111665	 CDCA3	 cell division cycle associated 3	-1.80156723531842	0.000413492918917739			-1.47913462785422	0.00953234485563541
ENSG00000265817	 FSBP FSBP	 RAD54 homolog B (S. cerevisiae) fibrinogen silencer binding protein	-1.60419005805022	0.000423608205830288			-1.39980671977739	0.00524049819758093
ENSG00000275379	 HIST1H3I	 histone cluster 1 H3 family member i	-1.59022134251029	9.23457168667021e-05			-1.28749745518551	0.00450176352808924
ENSG00000151743	 AMN1	 antagonist of mitotic exit network 1 homolog	1.00066834758895	0.00362064204882099			1.08389381757601	0.00323709220159582
