ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 qval	il21_vs_il15 logFC	il21_vs_il15 qval	il21_vs_il7 logFC	il21_vs_il7 qval
ENSG00000149557	 FEZ1	 fasciculation and elongation protein zeta 1	-1.10764072956193	8.57235875087235e-05	-1.12192902710716	0.000271781025868992	-0.903298314923949	0.0054401600865332
ENSG00000211897	 IGHG3		2.96354548392898	0.000146224706923568	2.51901146702583	0.00537986062477287	2.72427935145181	0.00113792101275421
ENSG00000136492	 BRIP1	 BRCA1 interacting protein C-terminal helicase 1	-2.98057617526551	4.76031641230029e-11	-2.16721949943388	1.12299548351082e-05	-2.44759586688084	1.69075433833893e-07
ENSG00000156802	 ATAD2	 ATPase family, AAA domain containing 2	-2.10282273542655	9.14736964459135e-08	-1.46341546506778	0.00191837988717412	-1.72961590829698	4.22150950862103e-05
ENSG00000138821	 SLC39A8	 solute carrier family 39 member 8	-1.49265064030993	1.91536963222568e-06	-1.03827410825942	0.00930618452811034	-1.07000163546095	0.00378127737498316
ENSG00000235748	 SEPT14P12		-7.16124548030218	0.000783935418996917	-6.46810826679758	0.00892513047971444	-7.46095564716226	0.000484492597930403
ENSG00000276368	 HIST1H2AJ	 histone cluster 1 H2A family member j	-2.56472018448266	1.25760349238329e-06	-1.75928814841697	0.00537986062477287	-1.94941161645259	0.000591247029947159
ENSG00000274997	 HIST1H2AH	 histone cluster 1 H2A family member h	-2.37769718641234	3.25996454794951e-07	-1.65497819107946	0.00301483087695657	-1.93872946414772	9.09799320503131e-05
ENSG00000092853	 CLSPN	 claspin	-3.29689590261632	3.03790660634701e-09	-2.33513926018348	0.000117566612875619	-2.7734559761679	9.10787165428628e-07
ENSG00000123485	 HJURP	 Holliday junction recognition protein	-4.47625874352829	1.11459468568195e-07	-3.34637264337999	0.000190092026436993	-3.70262516248549	1.21393207666062e-05
ENSG00000109805	 NCAPG	 non-SMC condensin I complex subunit G	-3.15374441167761	7.71866789234575e-09	-2.12589270397813	0.000531130110540305	-2.44131379390177	1.66753304233914e-05
ENSG00000142945	 KIF2C	 kinesin family member 2C	-4.09980344491082	4.69751999637143e-09	-3.02635315786116	5.87155930856309e-05	-3.29847914803451	2.62409788835148e-06
ENSG00000170312	 CDK1	 cyclin dependent kinase 1	-4.02046283019585	7.67074219216955e-08	-2.79844193878105	0.000558728319875487	-3.10817729880852	3.92771604735523e-05
ENSG00000076248	 UNG	 uracil DNA glycosylase	-1.25615738080615	1.07347419766643e-05	-0.961428457004948	0.00618683821691302	-0.92309123473998	0.00674872437274253
ENSG00000157456	 CCNB2	 cyclin B2	-4.84987833728431	1.48925441119789e-06	-3.59731738790606	0.00105974074356264	-3.82033531122944	0.000122963546774649
ENSG00000211677	 IGLC2		3.04445084997082	0.000246438001201653	3.02283441989158	0.000878086827179308	2.96963266820598	0.00055371973774455
ENSG00000100206	 DMC1	 DNA meiotic recombinase 1	-3.3275517267255	1.75749374530109e-05	-2.43717300946518	0.00894823153793783	-2.69949217778073	0.00115980032901622
