GENE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CXCL13,79.85535372124507,8.518010810816572,2.3688017883874957,3.595915391728491,3.2325285879109797e-4,0.016330282495490296
COL6A3,394.68890680484077,6.92096493129944,1.4010820949575238,4.939728340122183,7.823148458371327e-7,3.2088100511349596e-4
IGHV3-15,19.765269051122477,4.616925522849084,1.385912040558656,3.33132651116013,8.643315720840192e-4,0.03232209421256567
BCAT1,1260.1501138013584,4.310135536623214,1.0646183980328834,4.048526255592743,5.154115298098937e-5,0.004579206598404948
ENPP2,18.078650248162397,4.28987422260683,0.9231594003793548,4.646948534396105,3.368811695080167e-6,8.108423494449319e-4
IGLV2-8,17.12326267935463,4.217970122000113,1.309849452064407,3.220194592097833,0.0012810360865078997,0.04166672165403336
NAPSB,397.03736927502445,3.9773592924597505,0.897402714402944,4.432078517954952,9.332901686158493e-6,0.0015571856067074276
JCHAIN,124.15345710147578,3.976381862502363,0.800044426884893,4.970201314925812,6.688342058365863e-7,3.0193527101770673e-4
SAXO2,29.986894088101607,3.8957812565340073,1.0413667550574113,3.741027104633497,1.8326975260950928e-4,0.010687775264514025
TIMP1,2331.1992655250538,3.882405995539866,1.1001111529572327,3.5291033866018773,4.1697019795973597e-4,0.01930018000206638
DTX1,178.64573108136048,3.830056055264506,0.8197233003336852,4.6723767077322345,2.977342424646863e-6,7.579626734129841e-4
COL5A3,1882.6565738313036,3.712813955054288,1.1271045667739792,3.2941166813662877,9.873150488695704e-4,0.03499981359819134
IGKV1D-39,13.810503405127655,3.61781279692397,0.8559857098507151,4.226487376237766,2.3736758178748022e-5,0.002886720309835869
WNT5B,43.053417788172645,3.51938444576877,1.0710728038765336,3.285849881568333,0.0010167518129678785,0.035702282493551125
IGHG2,157.6853341915978,3.2942773559925,0.6126871811076645,5.376768859496691,7.583442519318887e-8,1.1154401341193714e-4
IGLL5,53.45082163540858,3.1616584831677907,0.729433912982265,4.3344001792314,1.461580888459965e-5,0.0020123428940595728
IGHA1,155.4716785121216,3.0879159286174147,0.770013315859678,4.010211076895371,6.066449187199106e-5,0.005048806802102683
IGHM,2306.6147380290045,3.084796925864649,0.8883561481263252,3.4724777133258353,5.156778261423639e-4,0.021605841409679697
SOX4,71.46633197916131,3.013681777439772,0.6586483961981355,4.5755547190813965,4.74959800400723e-6,9.526542178340561e-4
IGHA2,53.376452577779396,2.99480070897187,0.7688804210833249,3.8950149163016836,9.819268691445416e-5,0.0067701811946538765
IGKV4-1,53.97999050507559,2.975100852714766,0.7161519649931033,4.154287076128343,3.263033024499795e-5,0.003428256442724467
IGKC,847.2224943616505,2.9257727776100206,0.8125128130627616,3.600894325076967,3.171244619650105e-4,0.016084649913765552
ZC3H12D,362.20127790533274,2.799504393106471,0.8799814738836306,3.1813219666448114,0.001466045996207466,0.04566474564186926
