GENE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CXCL13,79.87622318293329,9.678063552414287,2.405405331074328,4.02346474724564,5.734817160827936e-5,0.0017131957179773566
COL6A3,394.76375830145054,6.993871475915363,1.3878377229149959,5.039401480762122,4.6698994167018546e-7,3.185641694877956e-5
FCRL5,30.731431477014095,5.763796004309994,1.2159726659861851,4.740070369620856,2.136440066771947e-6,1.1829978177263576e-4
CCSER1,5.260551014690199,5.467911994372878,2.1799831105972824,2.508235943568734,0.012133561777473448,0.08328607705554128
IGFBP4,107.35870455265542,5.099956665529336,1.2715313841323812,4.010877536466982,6.0493483781600275e-5,0.0017909860500351187
SPINK1,27.63496932505294,5.092653116897096,1.2558271243107435,4.05521828467607,5.008750626261993e-5,0.001563344476130925
MMP7,6.035716575787004,5.003820036901236,1.6363849877091892,3.0578501235862547,0.0022293104401149002,0.02793815754212177
FCRL2,22.361801611680107,4.608449782047926,1.0305474821018648,4.4718461420610245,7.75472139285689e-6,3.3982113547373534e-4
JCHAIN,125.01465238389845,4.498880116877475,0.7967521858851392,5.64652372039559,1.6372458505717305e-8,1.9520100528348003e-6
CD180,28.044828945733418,4.304658026895978,1.1647916119574482,3.6956464853502347,2.1932797830560242e-4,0.005065595924775466
ENPP2,18.102170275224903,4.260699582976081,0.8760594581520896,4.863482202410508,1.153384008914875e-6,7.09948091812998e-5
MYBPC2,10.885161977929897,4.197322590642496,1.4503326807797818,2.8940412405144005,0.003803182070243537,0.03967268369888236
TMEM132C,15.96344590341503,4.196467510132991,1.2177634547739735,3.4460448732318776,5.68855890456146e-4,0.010503200018153911
ADD2,9.699869893584136,4.19575690603877,1.3726764788359707,3.056624755162098,0.00223844308753005,0.027999580170484577
DTX1,178.85659064973228,4.1378295959981655,0.8120265117904081,5.095682882169467,3.474863824453269e-7,2.5406822018129594e-5
FCGR2B,19.447591473518738,4.119219572454462,0.9377104340776684,4.39284817866629,1.118752563815769e-5,4.5528252356330534e-4
SLAMF8,13.374781695272738,4.114570788709844,1.341425336439336,3.067312564433525,0.002159928728560859,0.027455660240498093
PNOC,8.481060054355746,4.073284658038872,1.231026492706334,3.3088521507640456,9.36792927535325e-4,0.014942860959959583
CD24,20.866867911726143,3.9910922353764016,1.2173322607355286,3.2785562036817537,0.001043395843005172,0.01626833131688794
TNFRSF8,419.3703007057322,3.9761266701736053,1.4518836274318732,2.738598738251959,0.00617016295246125,0.05323072784411485
CD1C,16.29387153345009,3.93884235666163,0.8465238346492714,4.65296096275134,3.2720221092621967e-6,1.6340354941122984e-4
PCBP3,16.92571546881071,3.9383054566737727,1.4905178052363914,2.642239792666663,0.00823597227729289,0.064455858733113
TIMP1,2331.8773049038023,3.8609056386909657,1.0977518867075862,3.517102257296703,4.36285669681967e-4,0.00863661517384394
IL22,8.224450804372944,3.7445799313415034,1.3115112699041789,2.8551641280330657,0.004301459335003797,0.04270481083228826
GPR161,14.18434355328116,3.7189886449608487,1.2706674475344517,2.926799338549999,0.0034246976241673567,0.03693761072390448
BCAT1,1260.564998010058,3.661185806399856,1.061022774962475,3.450619433243872,5.593016352655239e-4,0.010382756796684697
