GENE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CXCL13,79.87622318293329,8.514557472780522,2.367240082878942,3.596828870194467,3.221202511597883e-4,0.017054688278071772
COL6A3,394.76375830145054,6.9174876756216985,1.399420883343066,4.943107365309974,7.688711214293507e-7,3.0812739733431687e-4
IL17F,6.785593938056347,4.718115106217321,1.52518145383468,3.09347789035516,0.001978252929262007,0.058571036837645515
TNFRSF8,419.3703007057322,4.473579368384758,1.4554844343796705,3.073601656407548,0.0021149161901666052,0.06116639008988187
BCAT1,1260.564998010058,4.307729630316452,1.0626600024353057,4.0537233173775205,5.04088329224421e-5,0.004596974773938041
ENPP2,18.102170275224903,4.28850074582985,0.9249062933126984,4.636686739874918,3.5403834534895923e-6,0.00081814262223968415
JCHAIN,125.01465238389845,3.976802327698688,0.7994575569851005,4.974375803883738,6.545821435589977e-7,2.9458378400633425e-4
SAXO2,30.12124201071396,3.9010837261344795,1.0429828161237034,3.740314476736106,1.837901613906176e-4,0.01122783243861868
TIMP1,2331.8773049038023,3.8795613381763587,1.0981993914677544,3.532656608916243,4.1140647175013745e-4,0.019766543683624932
DTX1,178.85659064973228,3.824836244680857,0.8170927193476347,4.681030872156833,2.8543594647727224e-6,7.136427247017874e-4
IGFBP4,107.35870455265542,3.82226820426212,1.2564431193129293,3.0421338980727444,0.0023490737512187345,0.06621053176451804
COL5A3,1883.9539555268232,3.709245032479066,1.1255935697840513,3.2953680014276343,9.829286873851717e-4,0.03714033467273748
WNT5B,43.038299469867574,3.5169372735693023,1.0691076600304843,3.289600668906461,0.001003296598706544,0.03731544732544642
FCRL5,30.731431477014095,3.343272725413069,1.1237232531709092,2.975174462198821,0.0029282196130835277,0.07677350823420315
IGLL5,53.75711149775376,3.1618494330895923,0.7326705965367947,4.315512930415251,1.5923273038357985e-5,0.002233266344088665
RHEX,13.014277827492515,3.089028587836834,1.079676937082389,2.86106749319321,0.004222171564633914,0.09499256344411404
SOX4,71.52218122713862,3.0120081586689866,0.6576454690994823,4.579987698833152,4.650032783425613e-6,9.658475786004493e-4
FCRL2,22.361801611680107,2.9016961137911177,0.9582190056926618,3.0282180759852353,0.002460004932890311,0.0682535586130661
